id,read12,math12,hsgrad,inpse,catholic,read8,math8,female,race,white,black,hisp,api,nativam,parmar8,faminc8,fathed8,mothed8,fhowfar,mhowfar,fight8,0hw8,disrupt8,riskdrop8
710664,49.11,50.16,1,1,0,45.23,51.39,1,white,1,0,0,0,0,married,50000-$74999,coll <4,hs grad,coll grad,coll grad,never,0,0,0
710669,59.74,51.76,1,1,0,52.25,61.78,0,white,1,0,0,0,0,married,35000-$49999,0t finish hs,0t finish hs,coll grad,coll grad,never,0,0,1
710673,40.47,49.36,1,1,0,46.03,45.43,1,white,1,0,0,0,0,married,$20000-$24999,0t finish hs,0t finish hs,coll grad,coll grad,never,0,0,1
710678,54.34,52.87,1,1,0,52.31,57.17,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
710683,66.79,52.05,1,1,0,60.12,56.95,1,ai,0,0,0,0,1,divorced,7500-$9999,hs grad,0t finish hs,coll grad,coll grad,never,0,0,4
710687,48.01,62.49,1,1,0,53.74,52.22,1,white,1,0,0,0,0,married,$25000-$34999,doctorate,coll grad,postsec ed,postsec ed,never,0,0,0
710720,43.54,35.74,1,0,0,39.61,42.89,0,white,1,0,0,0,0,married,$5000-$7499,junior coll,hs grad,coll <4,hs grad,never,1,0,2
710728,61.06,61.82,1,1,0,64.35,63.22,0,white,1,0,0,0,0,married,35000-$49999,hs grad,coll <4,coll grad,coll grad,never,0,0,0
710769,51.68,56.9,1,1,0,46.83,59.93,0,white,1,0,0,0,0,married,$15000-$19999,0t finish hs,junior coll,coll grad,coll grad,never,0,0,0
710784,42.34,44.67,1,1,0,41.07,47.61,1,ai,0,0,0,0,1,married,35000-$49999,masters,0t finish hs,coll grad,coll grad,never,0,0,0
710788,39.84,42.82,1,0,0,43.26,43.04,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,never,0,0,0
710790,34.34,41.47,1,0,0,45.18,43.99,0,white,1,0,0,0,0,married,$20000-$24999,hs grad,hs grad,hs grad,hs grad,never,1,0,0
710818,53.1,42.49,1,1,0,44.94,40.77,1,white,1,0,0,0,0,married,$20000-$24999,coll <4,hs grad,postsec ed,coll grad,never,0,0,0
710845,48.83,50.88,1,1,0,47.75,51.19,0,hispanic,0,0,1,0,0,married,$25000-$34999,0t finish hs,junior coll,coll grad,coll grad,never,0,0,1
710854,39.14,41.45,1,0,0,50.88,40.23,0,white,1,0,0,0,0,separated,$15000-$19999,hs grad,0t finish hs,hs grad,hs grad,never,0,0,1
710870,63.08,60.72,1,0,0,62.03,59.78,0,white,1,0,0,0,0,married,35000-$49999,hs grad,junior coll,postsec ed,postsec ed,once or twice,1,1,0
710875,35.76,34.98,1,0,0,39,36.28,1,white,1,0,0,0,0,married,$20000-$24999,hs grad,0t finish hs,coll <4,coll <4,never,0,0,0
710885,38.15,33.07,1,0,0,50.77,39.42,0,white,1,0,0,0,0,married,35000-$49999,dont k0w,dont k0w,coll <4,coll <4,never,0,0,0
710887,39.39,40.4,1,1,0,40.53,41.73,0,white,1,0,0,0,0,married,7500-$9999,dont k0w,hs grad,junior coll,junior coll,more than twice,0,1,2
710911,39.37,44.66,1,1,0,34.51,39.4,0,white,1,0,0,0,0,married,35000-$49999,coll grad,coll grad,coll <4,coll <4,never,0,0,1
710922,62.18,63.04,1,1,0,59.09,53.95,1,white,1,0,0,0,0,married,$25000-$34999,dont k0w,junior coll,postsec ed,postsec ed,never,0,0,0
710924,50.5,60.17,1,1,0,63.37,55.34,0,white,1,0,0,0,0,married,$20000-$24999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
710925,45.89,62.49,1,0,0,41.25,53.47,0,white,1,0,0,0,0,married,$25000-$34999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
710926,62.24,59.08,1,1,0,64.35,60.29,0,white,1,0,0,0,0,married,$25000-$34999,junior coll,junior coll,postsec ed,postsec ed,never,0,0,0
710933,59.75,64.72,1,1,0,64.93,63.99,0,white,1,0,0,0,0,married,$20000-$24999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
710941,39.41,36.29,1,1,0,39.25,40.23,1,ai,0,0,0,0,1,married,$20000-$24999,junior coll,junior coll,coll <4,coll <4,never,0,0,0
710950,54.56,50.53,1,1,0,53.35,47.66,1,white,1,0,0,0,0,married,$20000-$24999,junior coll,hs grad,coll grad,coll grad,never,0,0,0
710953,40.29,35.55,1,1,0,54.29,40.04,1,white,1,0,0,0,0,married,$15000-$19999,junior coll,hs grad,coll <4,coll <4,never,0,0,0
710957,57.4,61.23,1,1,0,53.58,51.54,1,white,1,0,0,0,0,married,$10000-$14999,dont k0w,hs grad,coll grad,coll grad,never,0,0,1
710963,52.29,49.73,1,1,0,56.7,47.79,1,white,1,0,0,0,0,married,50000-$74999,masters,dont k0w,postsec ed,postsec ed,never,0,0,0
710964,42.14,50.82,1,1,0,44.12,47.61,1,white,1,0,0,0,0,married,$20000-$24999,dont k0w,dont k0w,postsec ed,postsec ed,never,0,0,0
710968,49.48,53.36,1,0,0,45.15,47.14,1,white,1,0,0,0,0,married,$10000-$14999,hs grad,hs grad,coll grad,coll grad,never,0,0,2
710973,45.95,59.95,1,0,0,59.77,55.91,0,white,1,0,0,0,0,married,7500-$9999,coll grad,coll grad,coll grad,coll grad,never,0,0,1
710976,57.75,53.01,1,1,0,49.73,46.05,0,white,1,0,0,0,0,married,$20000-$24999,coll <4,coll grad,coll grad,coll grad,once or twice,0,1,0
710983,56.16,62.1,1,1,0,54.21,63.86,0,white,1,0,0,0,0,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
710985,55.81,60.88,1,1,0,62.83,53.5,0,white,1,0,0,0,0,married,$25000-$34999,junior coll,coll <4,postsec ed,postsec ed,once or twice,0,1,0
710988,49.11,49.58,1,0,0,47.82,55.41,0,white,1,0,0,0,0,married,$15000-$19999,hs grad,hs grad,coll grad,coll grad,once or twice,0,1,0
710996,50.27,49.92,1,0,0,55.69,51.09,0,white,1,0,0,0,0,married,$3000-$4999,hs grad,hs grad,junior coll,coll <4,once or twice,0,1,1
711007,40.39,49.68,1,0,0,39.04,52.83,0,white,1,0,0,0,0,married,$15000-$19999,hs grad,hs grad,coll grad,coll <4,never,1,0,0
711011,33.64,34.51,0,0,0,38.72,37.35,1,white,1,0,0,0,0,married,$25000-$34999,coll grad,coll grad,coll <4,coll <4,never,1,0,0
711012,42.44,48.61,1,0,0,45.01,40.8,0,white,1,0,0,0,0,divorced,$10000-$14999,hs grad,hs grad,hs grad,coll grad,never,1,0,2
711030,37.69,40.79,1,1,0,35.44,38.66,1,black,0,1,0,0,0,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,never,0,0,0
711032,45.15,34.92,1,0,0,41.8,39.76,1,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,postsec ed,postsec ed,never,1,0,0
711035,48.39,49.78,1,1,0,44.24,51.64,1,white,1,0,0,0,0,married,$15000-$19999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
711042,47.54,42.17,1,0,0,38.75,42.56,1,white,1,0,0,0,0,married,35000-$49999,junior coll,junior coll,junior coll,postsec ed,never,1,0,0
711044,58.46,52.69,1,1,0,65.64,65.35,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,dont k0w,postsec ed,postsec ed,never,0,0,0
711047,57.72,44.89,0,0,0,57.99,47.38,1,white,1,0,0,0,0,separated,7500-$9999,hs grad,hs grad,coll grad,coll grad,never,1,0,2
711063,57.12,47.5,1,1,0,64.6,48.82,1,white,1,0,0,0,0,married,50000-$74999,masters,masters,postsec ed,postsec ed,never,0,0,0
711071,44.54,44.5,1,0,0,37.14,43.32,1,white,1,0,0,0,0,married,35000-$49999,0t finish hs,hs grad,coll grad,coll grad,never,0,0,1
711074,40.57,42,0,0,0,40.61,38.72,1,white,1,0,0,0,0,married,$20000-$24999,0t finish hs,0t finish hs,coll grad,coll grad,never,1,0,1
711079,37.19,36.17,0,0,0,37.35,42.22,1,black,0,1,0,0,0,never married,$10000-$14999,dont k0w,hs grad,postsec ed,postsec ed,once or twice,1,1,1
711091,62.19,64.13,1,1,0,65.88,69.24,1,white,1,0,0,0,0,divorced,$25000-$34999,masters,masters,coll grad,coll grad,never,0,0,1
711096,57.96,51.74,0,0,0,54.52,57.3,1,white,1,0,0,0,0,divorced,$3000-$4999,0t finish hs,hs grad,coll grad,coll grad,more than twice,1,1,2
711726,31,33.71,1,1,0,32.7,35.23,0,black,0,1,0,0,0,widowed,$10000-$14999,doctorate,doctorate,coll grad,postsec ed,once or twice,0,1,2
711786,39,41.52,1,1,0,49.81,51.8,1,white,1,0,0,0,0,divorced,7500-$9999,hs grad,junior coll,hs grad,coll grad,never,0,0,2
711791,57.61,44.54,1,1,0,52.2,49.26,1,white,1,0,0,0,0,married,$25000-$34999,junior coll,hs grad,coll grad,coll <4,never,0,0,0
711798,53.94,47.99,1,1,0,40.47,49.07,0,white,1,0,0,0,0,divorced,$15000-$19999,hs grad,hs grad,coll <4,coll grad,never,0,0,1
711902,44.99,46.75,1,0,0,48.61,51.02,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
711904,29.15,32.46,0,0,0,48.01,47.56,0,white,1,0,0,0,0,married,35000-$49999,0t finish hs,junior coll,coll grad,coll grad,never,0,0,0
711905,54.82,61.5,1,1,0,54.22,56.33,0,api,0,0,0,1,0,married,$5000-$7499,dont k0w,dont k0w,coll grad,coll grad,never,0,0,2
711912,54.3,59.88,1,0,0,54.43,54.51,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,once or twice,0,1,0
711993,42.3,47.97,1,1,0,44.84,39.1,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,never,0,0,0
713302,35.15,35.55,1,0,0,35.85,38.98,0,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,coll grad,coll grad,once or twice,0,1,0
713304,57.92,63.52,1,1,0,65.35,64.51,0,white,1,0,0,0,0,married,$25000-$34999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
713313,37.45,45.18,1,0,0,56.78,44.59,1,white,1,0,0,0,0,married,50000-$74999,dont k0w,junior coll,coll grad,coll grad,never,0,0,0
713314,42.49,48.72,1,1,0,36.95,39.93,0,white,1,0,0,0,0,married,50000-$74999,doctorate,masters,postsec ed,postsec ed,never,0,0,1
